> QA_Iteration0-0| Output Layer: [0.41875106] | Score:[0.92428344] | Label: 0| Elapsed: 4.19
> QA_Iteration231-3| Output Layer: [-3.7127955] | Score:[0.02411605] | Label: 0| Elapsed: 2.92
> QA_Iteration231-4| Output Layer: [-3.6731677] | Score:[0.02507878] | Label: 0| Elapsed: 2.95
> QA_Iteration231-5| Output Layer: [-3.6390762] | Score:[0.0259373] | Label: 0| Elapsed: 2.90
> QA_Iteration231-6| Output Layer: [-3.6078522] | Score:[0.02674904] | Label: 0| Elapsed: 2.90
> QA_Iteration231-7| Output Layer: [-3.580984] | Score:[0.02746757] | Label: 0| Elapsed: 2.90
> QA_Iteration231-8| Output Layer: [-3.5575194] | Score:[0.02811063] | Label: 0| Elapsed: 2.93
> QA_Iteration231-9| Output Layer: [-3.5367088] | Score:[0.02869335] | Label: 0| Elapsed: 2.90
> QA_Iteration231-10| Output Layer: [-3.5193245] | Score:[0.02918925] | Label: 0| Elapsed: 2.92
> QA_Iteration231-11| Output Layer: [-3.5040672] | Score:[0.02963144] | Label: 0| Elapsed: 3.80
> QA_Iteration231-12| Output Layer: [-3.4888017] | Score:[0.03008045] | Label: 0| Elapsed: 2.90
> QA_Iteration231-13| Output Layer: [-3.4800363] | Score:[0.0303413] | Label: 0| Elapsed: 2.94
> QA_Iteration231-14| Output Layer: [-3.4709487] | Score:[0.03061409] | Label: 0| Elapsed: 2.91
> QA_Iteration232-0| Output Layer: [-1.293606] | Score:[0.24238126] | Label: 0| Elapsed: 2.92
> QA_Iteration232-1| Output Layer: [-3.4624588] | Score:[0.03087112] | Label: 0| Elapsed: 2.93
> QA_Iteration232-2| Output Layer: [-2.3868861] | Score:[0.08793346] | Label: 0| Elapsed: 3.48
> QA_Iteration232-3| Output Layer: [-2.3938375] | Score:[0.08735016] | Label: 0| Elapsed: 2.92
> QA_Iteration232-4| Output Layer: [-2.403654] | Score:[0.08653273] | Label: 0| Elapsed: 2.92
> QA_Iteration232-5| Output Layer: [-2.4171326] | Score:[0.08542233] | Label: 0| Elapsed: 3.04
> QA_Iteration232-6| Output Layer: [-3.4803119] | Score:[0.03033307] | Label: 0| Elapsed: 3.73
> QA_Iteration232-7| Output Layer: [-2.4454532] | Score:[0.08313347] | Label: 0| Elapsed: 3.02
> QA_Iteration232-8| Output Layer: [-0.3936913] | Score:[0.9092431] | Label: 1| Elapsed: 2.94
> QA_Iteration232-9| Output Layer: [-2.4322233] | Score:[0.08419529] | Label: 0| Elapsed: 2.97
> QA_Iteration232-10| Output Layer: [-2.4086146] | Score:[0.08612248] | Label: 0| Elapsed: 3.02
> QA_Iteration233-0| Output Layer: [-2.3737059] | Score:[0.08904966] | Label: 0| Elapsed: 2.93
> QA_Iteration233-1| Output Layer: [-2.3286653] | Score:[0.09296716] | Label: 0| Elapsed: 3.47
> QA_Iteration233-2| Output Layer: [-2.363418] | Score:[0.08993031] | Label: 0| Elapsed: 2.93
> QA_Iteration233-3| Output Layer: [-2.291796] | Score:[0.09629583] | Label: 0| Elapsed: 3.04
> QA_Iteration233-4| Output Layer: [-3.4682746] | Score:[0.03069482] | Label: 0| Elapsed: 3.72
> QA_Iteration233-5| Output Layer: [-2.3623462] | Score:[0.09002255] | Label: 0| Elapsed: 3.04
> QA_Iteration233-6| Output Layer: [-3.5059254] | Score:[0.02957723] | Label: 0| Elapsed: 2.94
> QA_Iteration233-7| Output Layer: [-3.5152442] | Score:[0.02930686] | Label: 0| Elapsed: 2.99
> QA_Iteration233-8| Output Layer: [-3.5164762] | Score:[0.02927131] | Label: 0| Elapsed: 3.02
> QA_Iteration233-9| Output Layer: [-2.3823595] | Score:[0.08831529] | Label: 0| Elapsed: 2.94
> QA_Iteration233-10| Output Layer: [-3.540479] | Score:[0.02858691] | Label: 0| Elapsed: 3.64
> QA_Iteration233-11| Output Layer: [-2.4075375] | Score:[2.493749] | Label: 1| Elapsed: 2.90
> QA_Iteration234-0| Output Layer: [-3.5327322] | Score:[3.5615382] | Label: 1| Elapsed: 2.91
> QA_Iteration234-1| Output Layer: [-2.3083858] | Score:[0.09478423] | Label: 0| Elapsed: 2.92
> QA_Iteration234-2| Output Layer: [-3.463624] | Score:[0.03083572] | Label: 0| Elapsed: 3.59
> QA_Iteration234-3| Output Layer: [-2.2106361] | Score:[0.10402743] | Label: 0| Elapsed: 2.91
> QA_Iteration234-4| Output Layer: [-3.41413] | Score:[0.03237524] | Label: 0| Elapsed: 2.90
> QA_Iteration234-5| Output Layer: [-2.1739678] | Score:[0.10771068] | Label: 0| Elapsed: 2.94
> QA_Iteration234-6| Output Layer: [-3.3785043] | Score:[0.03352995] | Label: 0| Elapsed: 3.50
> QA_Iteration234-7| Output Layer: [-2.1154766] | Score:[0.11384267] | Label: 0| Elapsed: 2.91
> QA_Iteration234-8| Output Layer: [-3.3562608] | Score:[0.03427135] | Label: 0| Elapsed: 2.90
> QA_Iteration234-9| Output Layer: [-2.0953946] | Score:[0.11602299] | Label: 0| Elapsed: 2.94
> QA_Iteration234-10| Output Layer: [-2.1161473] | Score:[0.11377052] | Label: 0| Elapsed: 2.90
> QA_Iteration234-11| Output Layer: [-3.3471234] | Score:[0.03458056] | Label: 0| Elapsed: 2.91
> QA_Iteration234-12| Output Layer: [-3.3470154] | Score:[0.03458424] | Label: 0| Elapsed: 2.90
> QA_Iteration234-13| Output Layer: [-3.3457587] | Score:[0.03462698] | Label: 0| Elapsed: 2.94
> QA_Iteration234-14| Output Layer: [-3.3487525] | Score:[0.03452523] | Label: 0| Elapsed: 2.91
> QA_Iteration234-15| Output Layer: [-2.1319804] | Score:[0.11207984] | Label: 0| Elapsed: 2.93
> QA_Iteration234-16| Output Layer: [-3.3562636] | Score:[0.03427126] | Label: 0| Elapsed: 3.06
> QA_Iteration234-17| Output Layer: [-3.3631368] | Score:[0.03404047] | Label: 0| Elapsed: 3.70
> QA_Iteration235-0| Output Layer: [-0.95010734] | Score:[0.32692647] | Label: 0| Elapsed: 3.03
> QA_Iteration235-1| Output Layer: [-3.3801808] | Score:[0.03347471] | Label: 0| Elapsed: 2.95
> QA_Iteration235-2| Output Layer: [-3.39306] | Score:[0.03305336] | Label: 0| Elapsed: 2.98
> QA_Iteration235-3| Output Layer: [-1.0306301] | Score:[0.3051158] | Label: 0| Elapsed: 3.19
> QA_Iteration235-4| Output Layer: [-1.105927] | Score:[0.2858584] | Label: 0| Elapsed: 4.04
> QA_Iteration235-5| Output Layer: [-3.4418542] | Score:[0.03150379] | Label: 0| Elapsed: 3.72
> QA_Iteration235-6| Output Layer: [-1.2265451] | Score:[0.2572003] | Label: 0| Elapsed: 3.02
> QA_Iteration235-7| Output Layer: [-2.4053245] | Score:[2.4917188] | Label: 1| Elapsed: 2.95
> QA_Iteration235-8| Output Layer: [-3.4833605] | Score:[0.03024212] | Label: 0| Elapsed: 2.98
> QA_Iteration236-0| Output Layer: [-3.4838715] | Score:[0.0302269] | Label: 0| Elapsed: 3.03
> QA_Iteration236-1| Output Layer: [-3.483469] | Score:[0.03023889] | Label: 0| Elapsed: 2.94
> QA_Iteration236-2| Output Layer: [-3.4844558] | Score:[0.0302095] | Label: 0| Elapsed: 3.48
> QA_Iteration236-3| Output Layer: [-3.4857247] | Score:[0.03017177] | Label: 0| Elapsed: 2.92
> QA_Iteration236-4| Output Layer: [-3.4879906] | Score:[0.0301045] | Label: 0| Elapsed: 3.05
> QA_Iteration236-5| Output Layer: [-3.4895844] | Score:[0.03005727] | Label: 0| Elapsed: 3.72
> QA_Iteration236-6| Output Layer: [-3.4938033] | Score:[0.02993261] | Label: 0| Elapsed: 3.03
> QA_Iteration236-7| Output Layer: [-3.4966993] | Score:[0.02984732] | Label: 0| Elapsed: 2.95
> QA_Iteration236-8| Output Layer: [-3.4999588] | Score:[0.02975163] | Label: 0| Elapsed: 2.99
> QA_Iteration236-9| Output Layer: [-3.504735] | Score:[0.02961195] | Label: 0| Elapsed: 3.03
> QA_Iteration236-10| Output Layer: [-3.5087855] | Score:[0.02949399] | Label: 0| Elapsed: 2.93
> QA_Iteration237-0| Output Layer: [-2.4951162] | Score:[0.07926105] | Label: 0| Elapsed: 2.90
> QA_Iteration237-1| Output Layer: [0.53252316] | Score:[0.4619221] | Label: 1| Elapsed: 3.47
> QA_Iteration238-0| Output Layer: [-2.482709] | Score:[0.08021194] | Label: 0| Elapsed: 3.06
> QA_Iteration238-1| Output Layer: [-3.515503] | Score:[0.0292994] | Label: 0| Elapsed: 3.71
> QA_Iteration238-2| Output Layer: [-3.5146775] | Score:[0.02932324] | Label: 0| Elapsed: 3.02
> QA_Iteration238-3| Output Layer: [-1.3135605] | Score:[0.23811972] | Label: 0| Elapsed: 2.94
> QA_Iteration238-4| Output Layer: [-3.5209525] | Score:[0.02914246] | Label: 0| Elapsed: 2.99
> QA_Iteration238-5| Output Layer: [-3.5266683] | Score:[0.02897874] | Label: 0| Elapsed: 3.02
> QA_Iteration238-6| Output Layer: [-3.5325038] | Score:[0.02881254] | Label: 0| Elapsed: 2.93
> QA_Iteration238-7| Output Layer: [-2.3855624] | Score:[0.08804494] | Label: 0| Elapsed: 2.91
> QA_Iteration238-8| Output Layer: [-2.4224925] | Score:[0.08498456] | Label: 0| Elapsed: 2.91
> QA_Iteration239-0| Output Layer: [-3.5540001] | Score:[0.02820834] | Label: 0| Elapsed: 2.94
> QA_Iteration239-1| Output Layer: [-3.562811] | Score:[0.02796433] | Label: 0| Elapsed: 2.90
> QA_Iteration239-2| Output Layer: [-2.4163487] | Score:[2.5018353] | Label: 1| Elapsed: 2.92
> QA_Iteration239-3| Output Layer: [-3.5560734] | Score:[0.02815073] | Label: 0| Elapsed: 2.90
> QA_Iteration239-4| Output Layer: [-3.5418754] | Score:[0.02854758] | Label: 0| Elapsed: 2.94
> QA_Iteration239-5| Output Layer: [-3.5310833] | Score:[0.02885291] | Label: 0| Elapsed: 2.91
> QA_Iteration239-6| Output Layer: [-3.521962] | Score:[0.02911348] | Label: 0| Elapsed: 2.92
> QA_Iteration239-7| Output Layer: [-2.3142009] | Score:[0.09425975] | Label: 0| Elapsed: 3.05
> QA_Iteration239-8| Output Layer: [-3.5098002] | Score:[0.02946451] | Label: 0| Elapsed: 3.72
> QA_Iteration239-9| Output Layer: [-3.5062015] | Score:[0.02956919] | Label: 0| Elapsed: 3.01
> QA_Iteration239-10| Output Layer: [-2.2841277] | Score:[0.09700228] | Label: 0| Elapsed: 2.95
> QA_Iteration239-11| Output Layer: [-3.5043685] | Score:[0.02962264] | Label: 0| Elapsed: 2.98
> QA_Iteration240-0| Output Layer: [-2.3069339] | Score:[0.09491561] | Label: 0| Elapsed: 3.03
> QA_Iteration240-1| Output Layer: [-1.1061883] | Score:[0.28579345] | Label: 0| Elapsed: 2.94
> QA_Iteration240-2| Output Layer: [-1.1286528] | Score:[0.28025612] | Label: 0| Elapsed: 3.68
> QA_Iteration240-3| Output Layer: [-2.3509188] | Score:[0.09101148] | Label: 0| Elapsed: 2.90
> QA_Iteration240-4| Output Layer: [-2.380031] | Score:[0.0885123] | Label: 0| Elapsed: 2.91
> QA_Iteration240-5| Output Layer: [-1.2264986] | Score:[0.25721085] | Label: 0| Elapsed: 2.95
> QA_Iteration240-6| Output Layer: [-0.14864707] | Score:[0.6215831] | Label: 0| Elapsed: 3.68
> QA_Iteration240-7| Output Layer: [-1.4231791] | Score:[1.6390538] | Label: 1| Elapsed: 2.91
> QA_Iteration240-8| Output Layer: [-2.533036] | Score:[0.07642158] | Label: 0| Elapsed: 2.89
> QA_Iteration240-9| Output Layer: [-1.4758842] | Score:[0.2058562] | Label: 0| Elapsed: 2.94
> QA_Iteration240-10| Output Layer: [-2.576644] | Score:[0.07327717] | Label: 0| Elapsed: 2.89
> QA_Iteration240-11| Output Layer: [-2.602355] | Score:[0.07148204] | Label: 0| Elapsed: 3.48
> QA_Iteration240-12| Output Layer: [-1.5993974] | Score:[0.184002] | Label: 0| Elapsed: 2.91
> QA_Iteration240-13| Output Layer: [-1.6499956] | Score:[0.17567515] | Label: 0| Elapsed: 2.93
> QA_Iteration241-0| Output Layer: [-2.7016194] | Score:[0.06494166] | Label: 0| Elapsed: 3.47
> QA_Iteration241-1| Output Layer: [-2.738924] | Score:[0.06263658] | Label: 0| Elapsed: 2.90
> QA_Iteration241-2| Output Layer: [-1.7753103] | Score:[0.1565172] | Label: 0| Elapsed: 2.92
> QA_Iteration241-3| Output Layer: [-2.8028345] | Score:[0.05887056] | Label: 0| Elapsed: 3.04
> QA_Iteration242-0| Output Layer: [-3.766467] | Score:[0.02287012] | Label: 0| Elapsed: 3.72
> QA_Iteration242-1| Output Layer: [-3.7842288] | Score:[0.02247199] | Label: 0| Elapsed: 3.03
> QA_Iteration242-2| Output Layer: [-2.044764] | Score:[0.12169602] | Label: 0| Elapsed: 2.93
> QA_Iteration242-3| Output Layer: [-2.9510322] | Score:[0.05096467] | Label: 0| Elapsed: 2.99
> QA_Iteration242-4| Output Layer: [-2.9724452] | Score:[0.04991145] | Label: 0| Elapsed: 3.03
> QA_Iteration242-5| Output Layer: [-2.1986156] | Score:[0.1052215] | Label: 0| Elapsed: 2.92
> QA_Iteration242-6| Output Layer: [-3.8689039] | Score:[0.02066622] | Label: 0| Elapsed: 2.91
> QA_Iteration242-7| Output Layer: [-3.8858929] | Score:[0.0203216] | Label: 0| Elapsed: 2.92
> QA_Iteration242-8| Output Layer: [-3.1145904] | Score:[0.04343938] | Label: 0| Elapsed: 2.94
> QA_Iteration243-0| Output Layer: [-3.915601] | Score:[0.01973259] | Label: 0| Elapsed: 2.91
> QA_Iteration243-1| Output Layer: [-3.9018312] | Score:[3.9218347] | Label: 1| Elapsed: 2.91
> QA_Iteration244-0| Output Layer: [-3.916819] | Score:[0.01970881] | Label: 0| Elapsed: 2.91
> QA_Iteration244-1| Output Layer: [-3.8726175] | Score:[3.8932078] | Label: 1| Elapsed: 2.94
> QA_Iteration244-2| Output Layer: [-3.157259] | Score:[0.04166214] | Label: 0| Elapsed: 3.66
> QA_Iteration245-0| Output Layer: [-2.431443] | Score:[0.08425833] | Label: 0| Elapsed: 2.92
> QA_Iteration245-1| Output Layer: [-2.4269876] | Score:[0.08461908] | Label: 0| Elapsed: 2.90
> QA_Iteration245-2| Output Layer: [-3.7996035] | Score:[0.0221329] | Label: 0| Elapsed: 2.94
> QA_Iteration245-3| Output Layer: [-3.7827318] | Score:[0.02250528] | Label: 0| Elapsed: 3.65
> QA_Iteration245-4| Output Layer: [-3.7677407] | Score:[0.02284134] | Label: 0| Elapsed: 2.90
> QA_Iteration245-5| Output Layer: [-3.1008806] | Score:[0.04402602] | Label: 0| Elapsed: 2.92
> QA_Iteration246-0| Output Layer: [-3.7446485] | Score:[0.02336875] | Label: 0| Elapsed: 3.04
> QA_Iteration246-1| Output Layer: [-2.4594016] | Score:[0.08202789] | Label: 0| Elapsed: 3.73
> QA_Iteration246-2| Output Layer: [-3.7291298] | Score:[0.02372993] | Label: 0| Elapsed: 3.02
> QA_Iteration246-3| Output Layer: [-1.8655424] | Score:[0.14393775] | Label: 0| Elapsed: 2.94
> QA_Iteration247-0| Output Layer: [-3.7223825] | Score:[0.02388868] | Label: 0| Elapsed: 2.97
> QA_Iteration247-1| Output Layer: [-3.7218246] | Score:[0.02390185] | Label: 0| Elapsed: 3.03
> QA_Iteration247-2| Output Layer: [-3.7217646] | Score:[0.02390327] | Label: 0| Elapsed: 2.93
> QA_Iteration247-3| Output Layer: [-3.7234282] | Score:[0.023864] | Label: 0| Elapsed: 2.92
> QA_Iteration247-4| Output Layer: [-3.7240107] | Score:[0.02385027] | Label: 0| Elapsed: 3.57
> QA_Iteration247-5| Output Layer: [-3.725037] | Score:[0.0238261] | Label: 0| Elapsed: 3.07
> QA_Iteration247-6| Output Layer: [-3.7281873] | Score:[0.02375204] | Label: 0| Elapsed: 3.69
> QA_Iteration247-7| Output Layer: [-3.729883] | Score:[0.02371227] | Label: 0| Elapsed: 3.02
> QA_Iteration247-8| Output Layer: [-3.7327793] | Score:[0.0236445] | Label: 0| Elapsed: 2.95
> QA_Iteration247-9| Output Layer: [-3.7348976] | Score:[0.02359505] | Label: 0| Elapsed: 2.99
> QA_Iteration247-10| Output Layer: [-3.7398214] | Score:[0.02348051] | Label: 0| Elapsed: 3.04
> QA_Iteration247-11| Output Layer: [-3.7429519] | Score:[0.02340797] | Label: 0| Elapsed: 2.92
> QA_Iteration247-12| Output Layer: [-3.7474208] | Score:[0.0233048] | Label: 0| Elapsed: 2.90
> QA_Iteration247-13| Output Layer: [-3.7511408] | Score:[3.7743602] | Label: 1| Elapsed: 2.91
> QA_Iteration247-14| Output Layer: [-3.730761] | Score:[0.0236917] | Label: 0| Elapsed: 2.94
> QA_Iteration247-15| Output Layer: [-3.7134078] | Score:[0.02410146] | Label: 0| Elapsed: 3.50
> QA_Iteration247-16| Output Layer: [-3.697683] | Score:[0.02447881] | Label: 0| Elapsed: 2.89
> QA_Iteration247-17| Output Layer: [-3.6847248] | Score:[0.02479415] | Label: 0| Elapsed: 2.93
> QA_Iteration247-18| Output Layer: [-3.6732328] | Score:[0.02507717] | Label: 0| Elapsed: 2.93
> QA_Iteration247-19| Output Layer: [-3.6632233] | Score:[0.02532627] | Label: 0| Elapsed: 2.90
> QA_Iteration247-20| Output Layer: [-3.654643] | Score:[0.02554175] | Label: 0| Elapsed: 2.90
> QA_Iteration248-0| Output Layer: [-3.6491892] | Score:[0.02567965] | Label: 0| Elapsed: 2.89
> QA_Iteration248-1| Output Layer: [-3.6380317] | Score:[0.02596406] | Label: 0| Elapsed: 2.95
> QA_Iteration248-2| Output Layer: [-3.6379833] | Score:[0.0259653] | Label: 0| Elapsed: 2.90
> QA_Iteration248-3| Output Layer: [-3.6337056] | Score:[0.02607518] | Label: 0| Elapsed: 2.93
> QA_Iteration248-4| Output Layer: [-3.6296897] | Score:[0.02617874] | Label: 0| Elapsed: 2.91
> QA_Iteration248-5| Output Layer: [-3.6306484] | Score:[0.02615398] | Label: 0| Elapsed: 2.94
> QA_Iteration248-6| Output Layer: [-3.6296535] | Score:[0.02617968] | Label: 0| Elapsed: 2.92
> QA_Iteration248-7| Output Layer: [-3.6288977] | Score:[0.02619922] | Label: 0| Elapsed: 2.92
> QA_Iteration248-8| Output Layer: [-3.1465797] | Score:[0.04210016] | Label: 0| Elapsed: 3.05
> QA_Iteration248-9| Output Layer: [-3.6285522] | Score:[0.02620815] | Label: 0| Elapsed: 3.72
> QA_Iteration248-10| Output Layer: [-3.6340315] | Score:[0.02606679] | Label: 0| Elapsed: 3.03
> QA_Iteration248-11| Output Layer: [-3.63702] | Score:[0.02599] | Label: 0| Elapsed: 2.94
> QA_Iteration249-0| Output Layer: [-3.6427257] | Score:[0.02584403] | Label: 0| Elapsed: 2.97
> QA_Iteration249-1| Output Layer: [-3.6456795] | Score:[0.02576878] | Label: 0| Elapsed: 3.03
> QA_Iteration249-2| Output Layer: [-3.6496873] | Score:[0.02566702] | Label: 0| Elapsed: 2.93
> QA_Iteration249-3| Output Layer: [-3.6535053] | Score:[0.02557045] | Label: 0| Elapsed: 2.90
> QA_Iteration249-4| Output Layer: [-3.6575637] | Score:[3.6830318] | Label: 1| Elapsed: 2.91
> QA_Iteration250-0| Output Layer: [-3.6370845] | Score:[0.02598835] | Label: 0| Elapsed: 2.94
> QA_Iteration250-1| Output Layer: [-3.6196024] | Score:[0.02644067] | Label: 0| Elapsed: 2.91
> QA_Iteration250-2| Output Layer: [-2.6037173] | Score:[0.07138813] | Label: 0| Elapsed: 2.92
> QA_Iteration250-3| Output Layer: [-3.1198905] | Score:[0.04321466] | Label: 0| Elapsed: 3.54
> QA_Iteration250-4| Output Layer: [-3.0325084] | Score:[0.04706925] | Label: 0| Elapsed: 2.92
> QA_Iteration250-5| Output Layer: [-3.1085515] | Score:[0.04369684] | Label: 0| Elapsed: 2.89
> QA_Iteration250-6| Output Layer: [-3.107412] | Score:[0.04374558] | Label: 0| Elapsed: 3.60
> QA_Iteration250-7| Output Layer: [-3.564589] | Score:[0.02791533] | Label: 0| Elapsed: 2.93
> QA_Iteration250-8| Output Layer: [-2.6214633] | Score:[0.07017548] | Label: 0| Elapsed: 3.05
> QA_Iteration250-9| Output Layer: [-3.1126292] | Score:[0.04352284] | Label: 0| Elapsed: 3.72
> QA_Iteration250-10| Output Layer: [-3.1182847] | Score:[0.04328262] | Label: 0| Elapsed: 3.03
> QA_Iteration250-11| Output Layer: [-3.1251516] | Score:[0.0429927] | Label: 0| Elapsed: 2.94
> QA_Iteration250-12| Output Layer: [-3.1328483] | Score:[0.04267] | Label: 0| Elapsed: 2.98
> QA_Iteration250-13| Output Layer: [-3.1419268] | Score:[0.04229241] | Label: 0| Elapsed: 3.03
> QA_Iteration250-14| Output Layer: [-3.151361] | Score:[0.0419035] | Label: 0| Elapsed: 2.94
> QA_Iteration250-15| Output Layer: [-3.5741317] | Score:[0.02765385] | Label: 0| Elapsed: 2.93
> QA_Iteration250-16| Output Layer: [-3.1722314] | Score:[0.04105554] | Label: 0| Elapsed: 2.90
> QA_Iteration250-17| Output Layer: [-3.1830177] | Score:[0.04062391] | Label: 0| Elapsed: 2.95
> QA_Iteration250-18| Output Layer: [-3.1392431] | Score:[0.04240369] | Label: 0| Elapsed: 2.91
> QA_Iteration250-19| Output Layer: [-3.5945928] | Score:[0.02710129] | Label: 0| Elapsed: 2.90
> QA_Iteration250-20| Output Layer: [-2.7509143] | Score:[0.06191267] | Label: 0| Elapsed: 2.92
> QA_Iteration250-21| Output Layer: [-3.608261] | Score:[0.02673825] | Label: 0| Elapsed: 2.94
> QA_Iteration250-22| Output Layer: [-3.6151862] | Score:[0.02655615] | Label: 0| Elapsed: 2.90
> QA_Iteration250-23| Output Layer: [-3.2570128] | Score:[0.03778049] | Label: 0| Elapsed: 2.92
> QA_Iteration250-24| Output Layer: [-3.2697613] | Score:[0.03731072] | Label: 0| Elapsed: 3.05
> QA_Iteration251-0| Output Layer: [-3.6358004] | Score:[0.02602131] | Label: 0| Elapsed: 3.72
> QA_Iteration251-1| Output Layer: [-3.643041] | Score:[0.02583599] | Label: 0| Elapsed: 3.02
> QA_Iteration251-2| Output Layer: [-3.6511948] | Score:[0.02562885] | Label: 0| Elapsed: 2.94
> QA_Iteration251-3| Output Layer: [-3.6573527] | Score:[0.0254735] | Label: 0| Elapsed: 2.97
> QA_Iteration251-4| Output Layer: [-3.6621869] | Score:[0.0253522] | Label: 0| Elapsed: 3.04
> QA_Iteration251-5| Output Layer: [-3.6713417] | Score:[0.02512404] | Label: 0| Elapsed: 2.94
> QA_Iteration251-6| Output Layer: [-3.6779091] | Score:[0.02496162] | Label: 0| Elapsed: 2.92
> QA_Iteration251-7| Output Layer: [-3.6848073] | Score:[0.02479213] | Label: 0| Elapsed: 3.58
> QA_Iteration251-8| Output Layer: [-3.6919065] | Score:[0.02461889] | Label: 0| Elapsed: 3.05
> QA_Iteration251-9| Output Layer: [-3.6982894] | Score:[0.02446415] | Label: 0| Elapsed: 3.71
> QA_Iteration251-10| Output Layer: [-3.7046826] | Score:[0.02431013] | Label: 0| Elapsed: 3.03
> QA_Iteration251-11| Output Layer: [-3.711839] | Score:[0.02413885] | Label: 0| Elapsed: 2.94
> QA_Iteration251-12| Output Layer: [-3.7178586] | Score:[3.7418542] | Label: 1| Elapsed: 2.98
> QA_Iteration251-13| Output Layer: [-3.6996567] | Score:[0.02443113] | Label: 0| Elapsed: 3.18
> QA_Iteration251-14| Output Layer: [-3.6803093] | Score:[0.02490252] | Label: 0| Elapsed: 4.06
> QA_Iteration251-15| Output Layer: [-3.6683114] | Score:[0.02519934] | Label: 0| Elapsed: 3.72
> QA_Iteration251-16| Output Layer: [-3.6565664] | Score:[0.02549329] | Label: 0| Elapsed: 3.02
> QA_Iteration251-17| Output Layer: [-3.6471164] | Score:[0.02573225] | Label: 0| Elapsed: 2.95
> QA_Iteration252-0| Output Layer: [-3.3300686] | Score:[0.03516505] | Label: 0| Elapsed: 2.99
> QA_Iteration252-1| Output Layer: [-3.6335468] | Score:[0.02607926] | Label: 0| Elapsed: 3.03
> QA_Iteration252-2| Output Layer: [-3.6283853] | Score:[0.02621247] | Label: 0| Elapsed: 2.93
> QA_Iteration252-3| Output Layer: [-3.3171024] | Score:[0.0356159] | Label: 0| Elapsed: 2.91
> QA_Iteration252-4| Output Layer: [-3.6212668] | Score:[0.02639727] | Label: 0| Elapsed: 3.54
> QA_Iteration252-5| Output Layer: [-3.3150778] | Score:[0.03568681] | Label: 0| Elapsed: 3.05
> QA_Iteration252-6| Output Layer: [-3.0124679] | Score:[0.04799955] | Label: 0| Elapsed: 3.72
> QA_Iteration252-7| Output Layer: [-2.9655561] | Score:[0.05024796] | Label: 0| Elapsed: 3.02
> QA_Iteration252-8| Output Layer: [-2.9329212] | Score:[0.05187235] | Label: 0| Elapsed: 2.93
> QA_Iteration252-9| Output Layer: [-3.3337173] | Score:[0.03503919] | Label: 0| Elapsed: 2.99
> QA_Iteration253-0| Output Layer: [-3.3426318] | Score:[0.03473356] | Label: 0| Elapsed: 3.03
> QA_Iteration253-1| Output Layer: [-3.627995] | Score:[0.02622257] | Label: 0| Elapsed: 2.92
> QA_Iteration253-2| Output Layer: [-3.6329806] | Score:[0.02609384] | Label: 0| Elapsed: 2.91
> QA_Iteration253-3| Output Layer: [-3.0657833] | Score:[0.04556336] | Label: 0| Elapsed: 2.91
> QA_Iteration253-4| Output Layer: [-3.641125] | Score:[0.0258849] | Label: 0| Elapsed: 2.94
> QA_Iteration253-5| Output Layer: [-3.645788] | Score:[0.02576602] | Label: 0| Elapsed: 2.90
> QA_Iteration253-6| Output Layer: [-3.1502476] | Score:[0.04194922] | Label: 0| Elapsed: 2.92
> QA_Iteration253-7| Output Layer: [-3.658388] | Score:[0.02544748] | Label: 0| Elapsed: 2.90
> QA_Iteration253-8| Output Layer: [-3.3770802] | Score:[0.03357695] | Label: 0| Elapsed: 3.01
> QA_Iteration253-9| Output Layer: [-3.433335] | Score:[0.03176908] | Label: 0| Elapsed: 3.76
> QA_Iteration253-10| Output Layer: [-3.6765912] | Score:[0.02499413] | Label: 0| Elapsed: 3.03
> QA_Iteration253-11| Output Layer: [-3.6822886] | Score:[0.02485388] | Label: 0| Elapsed: 3.69
> QA_Iteration253-12| Output Layer: [-3.378972] | Score:[0.03351453] | Label: 0| Elapsed: 3.23
> QA_Iteration253-13| Output Layer: [-3.4783695] | Score:[0.03039116] | Label: 0| Elapsed: 3.04
> QA_Iteration253-14| Output Layer: [-3.7011368] | Score:[0.02439543] | Label: 0| Elapsed: 2.94
> QA_Iteration253-15| Output Layer: [-3.7060633] | Score:[0.02427699] | Label: 0| Elapsed: 2.92
> QA_Iteration253-16| Output Layer: [-3.237933] | Score:[0.03849442] | Label: 0| Elapsed: 2.91
> QA_Iteration253-17| Output Layer: [-3.7211428] | Score:[0.02391796] | Label: 0| Elapsed: 3.04
> QA_Iteration253-18| Output Layer: [-3.7286239] | Score:[0.0237418] | Label: 0| Elapsed: 3.72
> QA_Iteration253-19| Output Layer: [-3.7350857] | Score:[0.02359066] | Label: 0| Elapsed: 3.02
> QA_Iteration253-20| Output Layer: [-3.7398396] | Score:[0.02348009] | Label: 0| Elapsed: 2.94
> QA_Iteration253-21| Output Layer: [-3.5612807] | Score:[0.02800656] | Label: 0| Elapsed: 2.95
> QA_Iteration253-22| Output Layer: [-3.571067] | Score:[0.02773756] | Label: 0| Elapsed: 3.04
> QA_Iteration253-23| Output Layer: [-3.7611902] | Score:[0.02298974] | Label: 0| Elapsed: 2.93
> QA_Iteration253-24| Output Layer: [-3.589688] | Score:[0.02723274] | Label: 0| Elapsed: 2.93
